"","Transect","video_annotation_label_id","label_id","label_name","Substrate_type","label_hierarchy","label_1","label_2","label_3","label_4","label_5","label_6","user_id","firstname","lastname","video_id","video_filename","shape_id","shape_name","points","frames","annotation_id","frame in secons","frame.secs","video_name","Time","Temperature","Depth","Video tags","BTLVL","Mode","Res","FPS","Overlay","DCCWB","EIS","Autorec","Wifi","Sdcard","Firmware","timeLOCAL","video","GPSLongitude","GPSLatitude","timegpsUTC","distance_km","distance_m","duration_minutes","duration_hours","speed_kph","truncated_time","count"
"253","T2",171191,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[421.27,859.83]]","[28.912381]",135096,28.912381,29,"MOV_0004_GB","2020:03:04 10:23:34",16.9,4.5,0,54,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:23:34,"MOV_0004_GB",-65.8141290396452,-45.0223125424236,"2020/03/04 13:23:00+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:23:34,1
"254","T2",171188,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[1173.84,563.57]]","[19.750589]",135093,19.750589,20,"MOV_0004_GB","2020:03:04 10:23:25",16.9,4.5,0,54,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:23:25,"MOV_0004_GB",-65.8141670096666,-45.0223391130567,"2020/03/04 13:22:55+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:23:25,1
"256","T2",171230,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[1733.4,762.72]]","[131.723042]",135135,131.723042,132,"MOV_0004_GB","2020:03:04 10:25:17",16.9,4.7,0,52,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:25:17,"MOV_0004_GB",-65.8133844751865,-45.0217490270734,"2020/03/04 13:24:45+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:25:17,1
"257","T2",171203,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[560.27,527.65]]","[66.039561]",135108,66.039561,66,"MOV_0004_GB","2020:03:04 10:24:11",16.9,4.8,0,53,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:24:11,"MOV_0004_GB",-65.8138361759484,-45.0220894999802,"2020/03/04 13:23:40+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:24:11,2
"258","T2",171219,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[727.69,542.33]]","[98.32385]",135124,98.32385,98,"MOV_0004_GB","2020:03:04 10:24:43",16.8,4.8,0,52,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:24:43,"MOV_0004_GB",-65.8136414643377,-45.0219244603068,"2020/03/04 13:24:10+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:24:43,1
"259","T2",171260,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[788.13,241.59]]","[189.945258]",135165,189.945258,190,"MOV_0004_GB","2020:03:04 10:26:15",16.9,5,0,50,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:26:15,"MOV_0004_GB",-65.8128855004907,-45.0214730110019,"2020/03/04 13:25:45+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:26:15,1
"260","T2",171202,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[837.66,702.2]]","[64.551411]",135107,64.551411,65,"MOV_0004_GB","2020:03:04 10:24:10",16.9,4.7,0,53,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:24:10,"MOV_0004_GB",-65.8138361759484,-45.0220894999802,"2020/03/04 13:23:40+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:24:10,1
"261","T2",171218,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[299.25,589.69]]","[96.042128]",135123,96.042128,96,"MOV_0004_GB","2020:03:04 10:24:41",16.9,4.8,0,53,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:24:41,"MOV_0004_GB",-65.8136414643377,-45.0219244603068,"2020/03/04 13:24:10+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:24:41,1
"262","T2",171195,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[907.22,850.5]]","[37.806108]",135100,37.806108,38,"MOV_0004_GB","2020:03:04 10:23:43",16.9,4.5,0,54,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:23:43,"MOV_0004_GB",-65.8140525128692,-45.0222582276911,"2020/03/04 13:23:10+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:23:43,3
"263","T2",171193,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[1412.56,867.92]]","[36.748616]",135098,36.748616,37,"MOV_0004_GB","2020:03:04 10:23:42",16.9,4.5,0,54,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:23:42,"MOV_0004_GB",-65.8140525128692,-45.0222582276911,"2020/03/04 13:23:10+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:23:42,2
"265","T2",171200,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[1208.69,474.42]]","[57.699509]",135105,57.699509,58,"MOV_0004_GB","2020:03:04 10:24:03",16.9,4.7,0,53,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:24:03,"MOV_0004_GB",-65.8139043208212,-45.0221458263695,"2020/03/04 13:23:30+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:24:03,2
"266","T2",171270,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[718.24,520.12]]","[197.985187]",135175,197.985187,198,"MOV_0004_GB","2020:03:04 10:26:23",16.9,5.1,0,50,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:26:23,"MOV_0004_GB",-65.8128459379077,-45.0214510504156,"2020/03/04 13:25:50+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:26:23,1
"267","T2",171231,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[1447.38,786.46]]","[141.218125]",135136,141.218125,141,"MOV_0004_GB","2020:03:04 10:25:26",16.8,4.6,0,51,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:25:26,"MOV_0004_GB",-65.8133058529347,-45.021703010425,"2020/03/04 13:24:55+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:25:26,1
"269","T2",171233,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[320.58,316.14]]","[144.279069]",135138,144.279069,144,"MOV_0004_GB","2020:03:04 10:25:29",16.8,4.7,0,51,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:25:29,"MOV_0004_GB",-65.8133058529347,-45.021703010425,"2020/03/04 13:24:55+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:25:29,1
"270","T2",171261,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[193.99,408.26]]","[190.786887]",135166,190.786887,191,"MOV_0004_GB","2020:03:04 10:26:16",16.9,5.1,0,50,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:26:16,"MOV_0004_GB",-65.8128855004907,-45.0214730110019,"2020/03/04 13:25:45+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:26:16,1
"271","T2",171262,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[1487.55,724.61]]","[191.570853]",135167,191.570853,192,"MOV_0004_GB","2020:03:04 10:26:17",16.8,5.1,0,50,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:26:17,"MOV_0004_GB",-65.8128855004907,-45.0214730110019,"2020/03/04 13:25:45+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:26:17,4
"272","T2",171197,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[726.8,722.93]]","[51.518625]",135102,51.518625,52,"MOV_0004_GB","2020:03:04 10:23:57",16.9,4.7,0,53,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:23:57,"MOV_0004_GB",-65.8139407821,-45.0221739895642,"2020/03/04 13:23:25+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:23:57,1
"274","T2",171199,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[809.17,840.54]]","[55.961364]",135104,55.961364,56,"MOV_0004_GB","2020:03:04 10:24:01",16.9,4.7,0,53,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:24:01,"MOV_0004_GB",-65.8139043208212,-45.0221458263695,"2020/03/04 13:23:30+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:24:01,1
"275","T2",171268,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[140.65,1009]]","[196.470287]",135173,196.470287,196,"MOV_0004_GB","2020:03:04 10:26:21",16.8,5.1,0,50,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:26:21,"MOV_0004_GB",-65.8128459379077,-45.0214510504156,"2020/03/04 13:25:50+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:26:21,2
"278","T2",171246,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[377.65,439.36]]","[169.19052]",135151,169.19052,169,"MOV_0004_GB","2020:03:04 10:25:54",16.8,4.9,0,51,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:25:54,"MOV_0004_GB",-65.8130987361073,-45.0215863343328,"2020/03/04 13:25:20+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:25:54,1
"279","T2",171234,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[512.34,707.06]]","[145.175018]",135139,145.175018,145,"MOV_0004_GB","2020:03:04 10:25:30",16.9,4.8,0,51,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:25:30,"MOV_0004_GB",-65.8132636919618,-45.0216796249151,"2020/03/04 13:25:00+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:25:30,2
"280","T2",171236,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[1332.28,515.1]]","[145.893188]",135141,145.893188,146,"MOV_0004_GB","2020:03:04 10:25:31",16.8,4.8,0,51,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:25:31,"MOV_0004_GB",-65.8132636919618,-45.0216796249151,"2020/03/04 13:25:00+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:25:31,1
"282","T2",171266,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[916.88,488.79]]","[194.302003]",135171,194.302003,194,"MOV_0004_GB","2020:03:04 10:26:19",16.8,5,0,50,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:26:19,"MOV_0004_GB",-65.8128855004907,-45.0214730110019,"2020/03/04 13:25:45+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:26:19,1
"283","T2",171267,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[1074.76,671.58]]","[195.119788]",135172,195.119788,195,"MOV_0004_GB","2020:03:04 10:26:20",16.9,5,0,50,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:26:20,"MOV_0004_GB",-65.8128459379077,-45.0214510504156,"2020/03/04 13:25:50+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:26:20,1
"284","T2",171241,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[1080.06,341.78]]","[156.21026]",135146,156.21026,156,"MOV_0004_GB","2020:03:04 10:25:41",16.9,5,0,51,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:25:41,"MOV_0004_GB",-65.8131822198629,-45.0216312613338,"2020/03/04 13:25:10+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:25:41,2
"286","T2",171217,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[522.38,901.66]]","[94.183791]",135122,94.183791,94,"MOV_0004_GB","2020:03:04 10:24:39",16.8,4.7,0,53,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:24:39,"MOV_0004_GB",-65.8136748243123,-45.0219492707402,"2020/03/04 13:24:05+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:24:39,1
"287","T2",171258,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[1380.37,501.25]]","[186.741851]",135163,186.741851,187,"MOV_0004_GB","2020:03:04 10:26:12",16.8,5,0,50,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:26:12,"MOV_0004_GB",-65.8129275776446,-45.0214940495789,"2020/03/04 13:25:40+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:26:12,1
"288","T2",171259,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[626.46,487.58]]","[187.558444]",135164,187.558444,188,"MOV_0004_GB","2020:03:04 10:26:13",16.8,5,0,50,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:26:13,"MOV_0004_GB",-65.8129275776446,-45.0214940495789,"2020/03/04 13:25:40+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:26:13,1
"289","T2",171300,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[995.16,486.66]]","[269.187503]",135205,269.187503,269,"MOV_0004_GB","2020:03:04 10:27:34",16.5,5.3,0,49,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:27:34,"MOV_0004_GB",-65.8123184647411,-45.0211103260517,"2020/03/04 13:27:00+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:27:34,1
"290","T2",171301,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[1448.43,653.09]]","[270.442208]",135206,270.442208,270,"MOV_0004_GB","2020:03:04 10:27:35",16.5,5.3,0,49,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:27:35,"MOV_0004_GB",-65.8122852724046,-45.021084593609,"2020/03/04 13:27:05+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:27:35,1
"291","T2",171302,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[723.64,704.45]]","[274.326057]",135207,274.326057,274,"MOV_0004_GB","2020:03:04 10:27:39",16.5,5.3,0,49,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:27:39,"MOV_0004_GB",-65.8122852724046,-45.021084593609,"2020/03/04 13:27:05+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:27:39,1
"292","T2",171303,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[1297.33,626.02]]","[275.386514]",135208,275.386514,275,"MOV_0004_GB","2020:03:04 10:27:40",16.5,5.3,0,49,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:27:40,"MOV_0004_GB",-65.8122514095157,-45.0210593640804,"2020/03/04 13:27:10+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:27:40,2
"294","T2",171239,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[1145.36,905.32]]","[151.239852]",135144,151.239852,151,"MOV_0004_GB","2020:03:04 10:25:36",16.8,5,0,51,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:25:36,"MOV_0004_GB",-65.8132232911885,-45.0216550659388,"2020/03/04 13:25:05+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:25:36,1
"295","T2",171240,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[711.48,907.2]]","[152.241624]",135145,152.241624,152,"MOV_0004_GB","2020:03:04 10:25:37",16.9,4.9,0,51,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:25:37,"MOV_0004_GB",-65.8132232911885,-45.0216550659388,"2020/03/04 13:25:05+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:25:37,1
